customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00163,Female,0,Yes,No,59,No,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,115.41,6795.87393861348,No
CUST00164,Female,0,Yes,No,54,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),110.23,5898.289630843703,No
CUST00165,Male,0,Yes,Yes,9,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.02,881.7665152748173,No
CUST00166,Female,0,No,No,46,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),60.73,2814.1987513607264,No
CUST00167,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),76.43,1677.3293592690013,No
CUST00168,Male,0,No,Yes,20,Yes,No phone service,No,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),99.29,1953.1044044383145,No
CUST00169,Female,0,No,No,12,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),47.3,547.0381711230027,No
CUST00170,Female,0,Yes,No,32,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),82.64,2622.860271684519,No
CUST00171,Male,1,Yes,Yes,23,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,102.79,2352.664275098281,No
CUST00172,Male,0,Yes,No,10,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,90.75,902.2659004707966,No
CUST00173,Female,0,No,Yes,16,Yes,No,No,No internet service,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),67.95,1097.077092178679,No
CUST00174,Female,0,Yes,No,67,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),78.46,5259.388774099224,No
CUST00175,Female,1,No,Yes,46,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),118.87,5471.548075641443,No
CUST00176,Male,0,No,Yes,24,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.2,1960.3870625152197,No
CUST00177,Male,0,Yes,Yes,20,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.56,1988.4165868062985,No
CUST00178,Male,1,Yes,No,11,No,No phone service,No,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),92.66,1034.716093272746,Yes
CUST00179,Male,1,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,90.15,3209.1367610780435,No
CUST00180,Male,0,Yes,Yes,41,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,91.64,3742.2038880501873,No
CUST00181,Male,0,Yes,Yes,16,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,65.44,1015.0995200845025,No
CUST00182,Female,0,Yes,Yes,47,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,67.42,3153.358943843088,No
CUST00183,Male,0,No,Yes,27,Yes,No phone service,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),66.79,1819.2273342537624,No
CUST00184,Male,1,No,No,40,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,23.33,925.3434289216474,No
CUST00185,Male,0,No,No,46,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.11,2050.5088319031984,No
CUST00186,Female,0,Yes,No,17,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),35.46,616.6827040412566,No
CUST00187,Male,0,No,No,70,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,108.64,7605.809055467441,No
CUST00188,Male,0,No,No,12,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,47.5,591.9209281884063,No
CUST00189,Female,0,No,No,12,Yes,Yes,No,No,Yes,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),33.84,433.3683201953964,No
CUST00190,Male,0,No,No,30,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),31.98,968.4877454085155,No
CUST00191,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,90.0,94.59934227244258,No
CUST00192,Male,0,Yes,No,15,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,20.61,321.8173761854992,No
CUST00193,Male,0,Yes,Yes,8,No,Yes,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),67.13,508.90826625255175,No
CUST00194,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),31.89,1177.5785707264788,No
CUST00195,Female,0,No,No,53,Yes,No,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,104.97,5562.930189805672,No
CUST00196,Female,0,No,Yes,55,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,115.85,6364.3751137828685,No
CUST00197,Female,0,Yes,Yes,44,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.88,5082.930084105372,No
CUST00198,Male,0,Yes,Yes,33,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),64.2,2138.5609044327193,No
CUST00199,Male,0,No,Yes,8,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,84.45,679.0011638308783,No
CUST00200,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.97,565.0098146438481,Yes
CUST00201,Female,0,Yes,No,6,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,55.0,358.49160142533253,Yes
CUST00202,Male,0,No,No,35,Yes,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,64.41,2250.4434328948623,No
CUST00203,Male,0,Yes,No,17,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,26.43,441.53441513578395,No
CUST00204,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No internet service,Yes,No,No,One year,No,Mailed check,99.57,226.36586248878464,No
CUST00205,Male,1,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),44.08,1160.3452124056892,No
CUST00206,Female,0,Yes,No,69,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,66.05,4558.473822399597,No
CUST00207,Female,0,Yes,No,43,No,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),68.06,2911.827151330852,No
CUST00208,Female,0,No,No,20,Yes,No phone service,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.07,1527.2535823764365,No
CUST00209,Male,0,Yes,No,27,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),101.79,2759.7692986944294,No
CUST00210,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,No,Electronic check,89.19,4739.62181464568,No
CUST00211,Male,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.31,4594.95478163797,No
CUST00212,Male,0,No,Yes,64,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),72.67,4645.829453463783,No
CUST00213,Male,0,No,Yes,20,Yes,No phone service,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,29.6,588.1955743572544,No
CUST00214,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,60.2,732.9320442870355,No
CUST00215,Male,1,No,Yes,56,No,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.73,6498.630033866122,No
CUST00216,Female,0,Yes,No,48,No,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),119.55,5712.393923657232,No
CUST00217,Male,1,No,Yes,53,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,93.05,4937.932423493593,No
CUST00218,Female,0,Yes,No,9,Yes,No,No,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,42.75,376.84511349143645,No
CUST00219,Male,0,No,No,52,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,30.19,1571.6230514076874,No
CUST00220,Male,1,No,Yes,43,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,61.48,2636.506226934245,No
CUST00221,Male,0,No,No,46,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),105.66,4845.905067874154,No
CUST00222,Female,0,No,Yes,52,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,92.19,4773.509534743535,No
CUST00223,Female,0,Yes,Yes,45,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),108.39,4874.529519700594,No
CUST00224,Female,0,No,No,12,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),81.58,986.1281158351179,No
CUST00225,Female,0,No,No,36,No,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,33.03,1177.0198439985254,No
CUST00226,Male,0,Yes,Yes,23,Yes,No phone service,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),31.48,747.8362393373375,No
CUST00227,Female,0,No,No,1,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Mailed check,24.8,73.96900686002833,No
CUST00228,Male,0,Yes,No,13,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.71,1005.4925024196788,No
CUST00229,Male,0,No,No,9,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),44.29,397.78528950906633,No
CUST00230,Female,0,No,Yes,34,Yes,Yes,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,93.44,3158.7147451915066,No
CUST00231,Female,0,No,Yes,24,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),88.62,2134.2811617673597,No
CUST00232,Female,0,Yes,No,2,No,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,51.81,133.163514667366,Yes
CUST00233,Female,0,No,No,16,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,37.68,641.8495882019469,No
CUST00234,Female,0,No,No,11,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No internet service,One year,Yes,Electronic check,30.24,360.5631159697338,No
CUST00235,Female,1,No,No,53,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),93.73,4984.556192566122,No
CUST00236,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,No,Credit card (automatic),65.04,1504.1238674009433,No
CUST00237,Female,0,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),52.35,1444.8266393823924,No
CUST00238,Male,0,No,No,42,No,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,105.67,4436.145569043398,No
CUST00239,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,One year,No,Electronic check,79.36,1900.3224372505774,No
CUST00240,Female,0,No,No,59,Yes,No,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),71.8,4234.335919291855,No
CUST00241,Male,0,No,Yes,64,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),94.34,6023.371755743464,No
CUST00242,Female,0,No,No,27,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),101.56,2757.2772393687274,No
CUST00243,Male,0,No,Yes,15,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),88.61,1323.6727041318593,No
CUST00244,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,64.0,2936.89939185713,No
CUST00245,Female,1,No,Yes,57,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.93,3287.6894675157782,No
CUST00246,Male,0,No,Yes,26,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.17,2531.0659997654875,No
CUST00247,Male,0,Yes,Yes,52,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,Yes,One year,No,Mailed check,71.79,3763.015490521116,No
CUST00248,Male,1,Yes,Yes,41,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.44,3707.835834067789,No
CUST00249,Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,Two year,No,Credit card (automatic),109.04,6329.954810969326,No
CUST00250,Female,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,111.59,5171.845211260802,No
CUST00251,Male,1,Yes,No,33,Yes,No,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,47.77,1600.4788507850258,No
CUST00252,Female,0,Yes,Yes,36,Yes,No phone service,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),38.79,1408.194896351044,No
CUST00253,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,46.13,241.56395532514878,No
CUST00254,Male,0,No,No,6,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.14,558.7786818441417,Yes
CUST00255,Male,0,No,No,24,No,Yes,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),57.01,1354.2226110223478,No
CUST00256,Male,0,No,No,32,No,No phone service,No,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),37.34,1197.7081630601008,No
CUST00257,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,29.84,1614.6954821031657,No
CUST00258,Female,1,Yes,Yes,57,No,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),52.73,2988.6147026193426,No
CUST00259,Male,0,Yes,Yes,6,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,33.61,215.7259332789488,Yes
CUST00260,Male,0,No,Yes,56,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,One year,No,Credit card (automatic),35.64,1990.2940422300578,No
CUST00261,Female,0,No,No,11,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Two year,No,Mailed check,88.39,994.8364147142576,No
CUST00262,Male,0,Yes,Yes,15,Yes,No phone service,No,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,21.97,328.441829764213,No
CUST00263,Male,0,No,Yes,42,Yes,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,31.76,1331.0415953992826,No
CUST00264,Male,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),104.44,607.8920710098804,No
CUST00265,Female,0,No,Yes,50,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,104.49,5207.942805297627,No
CUST00266,Female,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),52.92,1666.875287301552,No
CUST00267,Female,1,Yes,No,7,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No,One year,No,Electronic check,28.8,206.97927493977957,No
CUST00268,Male,0,No,Yes,71,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,90.5,6433.286047610452,No
CUST00269,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,56.01,2496.4529391376627,No
CUST00270,Female,0,Yes,No,58,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1397.5482275931552,No
CUST00271,Female,0,Yes,No,3,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,35.78,120.76511434082782,No
CUST00272,Female,0,No,No,66,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),33.72,2193.762182706137,No
CUST00273,Female,0,Yes,No,28,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,Two year,No,Bank transfer (automatic),78.91,2200.7269611589327,No
CUST00274,Male,0,No,Yes,28,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),109.81,3051.7782595058297,No
CUST00275,Female,0,No,Yes,27,Yes,No,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.31,2698.541810918644,No
CUST00276,Male,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No,No,No,Yes,One year,Yes,Electronic check,74.65,3172.155472958808,No
CUST00277,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,62.22,182.05830977294409,No
CUST00278,Male,0,No,Yes,8,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,81.87,631.7845961360325,Yes
CUST00279,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.38,240.42383254791974,Yes
CUST00280,Female,0,No,No,55,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.61,2439.5357767162486,No
CUST00281,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),87.92,4334.462090749973,No
CUST00282,Female,0,Yes,No,14,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,107.32,1495.7754109993693,No
CUST00283,Male,0,No,No,31,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,57.29,1810.5365139202981,No
CUST00284,Female,0,Yes,Yes,27,No,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),104.15,2850.781726536931,No
CUST00285,Male,1,No,No,21,No,Yes,No,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,63.11,1367.583677372471,No
CUST00286,Male,0,No,No,16,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),60.13,960.9046615809572,No
CUST00287,Male,0,No,Yes,58,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,22.83,1328.3471427874272,No
CUST00288,Male,0,No,Yes,70,Yes,No phone service,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,89.53,6274.659112857255,No
CUST00289,Female,1,No,No,56,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,One year,No,Electronic check,100.75,5634.650243428785,No
CUST00290,Male,0,Yes,Yes,25,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.36,2167.487405176839,No
CUST00291,Male,0,No,No,24,Yes,No,No,No,Yes,No,No,Yes,No internet service,One year,No,Mailed check,35.14,824.6560758572671,No
CUST00292,Male,0,Yes,No,9,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,30.33,235.46048474404708,No
CUST00293,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),77.29,3415.0426919884326,No
CUST00294,Female,0,No,Yes,10,No,No,No,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,60.15,594.50453390567,No
CUST00295,Female,1,No,No,52,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),62.91,3251.7861632392223,No
CUST00296,Female,1,No,No,71,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,116.78,8274.375473946615,No
CUST00297,Male,0,No,No,67,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),92.39,6220.432436415308,No
CUST00298,Male,0,No,Yes,27,Yes,No,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),61.18,1661.1422558184418,No
CUST00299,Female,1,Yes,No,64,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),21.91,1371.7938563507264,No
CUST00300,Male,0,No,No,48,Yes,Yes,No,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),23.41,1099.940271748243,No
CUST00301,Male,0,No,No,46,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No,One year,No,Mailed check,88.48,4064.24240788366,No
CUST00302,Male,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,103.77,5301.79818716684,No
CUST00303,Female,0,Yes,No,53,Yes,No phone service,No,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),90.77,4794.9185724325425,No
CUST00304,Female,0,No,Yes,59,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),60.59,3571.351066503094,No
CUST00305,Male,0,Yes,No,56,No,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,Two year,No,Mailed check,23.11,1296.4510237646034,No
CUST00306,Female,1,No,No,46,Yes,No phone service,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),116.74,5372.745368182053,No
CUST00307,Female,1,Yes,No,30,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),118.63,3510.9972756200145,No
CUST00308,Female,0,Yes,No,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.94,3376.732827436061,No
CUST00309,Female,0,No,Yes,25,Yes,No,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.07,642.092807141193,No
CUST00310,Female,1,Yes,Yes,4,Yes,No phone service,No,No,No internet service,No,No,Yes,No,One year,No,Bank transfer (automatic),74.1,290.67203036998086,No
CUST00311,Male,0,Yes,Yes,51,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,109.23,5560.70169906183,No
CUST00312,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),88.0,4642.425342015997,No
CUST00313,Male,1,Yes,No,32,Yes,No phone service,No,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),92.0,2960.8633440800245,No
CUST00314,Male,1,Yes,Yes,49,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),28.5,1374.0204828020649,No
CUST00315,Female,0,Yes,Yes,37,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Mailed check,30.65,1123.5912622122507,No
CUST00316,Male,0,No,Yes,26,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,32.73,868.5546834600638,No
CUST00317,Male,0,No,No,14,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,110.44,1535.1299918802067,No
CUST00318,Male,0,Yes,No,60,Yes,No,DSL,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,72.58,4339.6298001862915,No
CUST00319,Female,0,No,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,99.16,1977.8368911189473,No
CUST00320,Female,0,No,Yes,45,Yes,No,No,Yes,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,31.53,1429.6600504114222,No
CUST00321,Male,0,No,Yes,68,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,One year,No,Electronic check,112.76,7696.606152095885,No
CUST00322,Female,0,Yes,No,5,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,102.11,491.8275680412435,No
CUST00323,Female,0,No,No,37,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.48,1554.6583606906781,No
CUST00324,Female,0,Yes,No,61,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),107.42,6547.0932919014695,No
CUST00325,Female,1,No,Yes,61,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),46.34,2831.3428130253437,No
CUST00326,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),40.53,1808.4450667200529,No
CUST00327,Male,0,Yes,No,12,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No,One year,No,Bank transfer (automatic),46.42,570.8112673577231,No
CUST00328,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.0,203.65444497094876,Yes
